fc.annotation...c..GeneID...,X15.bam,X18.bam,X2.bam,X33.bam
DCDC2B,0,0,0,0
EIF3I,5,7,8,3
MTMR9LP,0,0,0,0
FAM167B,1,0,0,0
LCK,11,7,17,20
HDAC1,3,5,18,15
MARCKSL1,0,1,3,2
LOC105378629,0,0,1,0
TSSK3,2,1,2,1
FAM229A,0,0,0,0
BSDC1,12,14,42,37
GAPDHP20,0,0,0,0
LRRC37A12P,0,0,0,2
RN7SL122P,0,0,0,0
ZBTB8B,1,0,0,0
ZBTB8A,0,1,1,2
LOC102723870,0,0,0,0
ZBTB8OS,1,6,5,7
RBBP4,5,11,7,8
SYNC,2,3,1,0
KIAA1522,0,1,0,2
YARS1,8,14,18,5
S100PBP,2,5,4,3
FNDC5,0,0,1,1
LOC105378631,0,0,0,0
HPCA,0,0,0,0
TMEM54,1,0,0,0
LOC105378632,0,0,0,0
RNF19B,7,8,18,1
LOC107984936,0,0,0,0
RPL18AP4,0,0,0,0
LOC100419257,0,0,0,0
AK2,2,7,6,5
LOC105378635,0,0,0,0
AZIN2,1,1,3,2
LOC112268224,0,0,0,0
TRIM62,1,0,5,0
ZNF362,2,8,8,11
A3GALT2,2,1,1,0
PHC2,11,11,27,13
MIR3605,0,0,0,0
RN7SKP16,0,0,0,0
PHC2-AS1,0,0,0,0
TLR12P,0,0,0,0
ZSCAN20,0,2,0,0
LOC100422287,0,0,0,0
CSMD2,2,6,0,10
LOC105378638,0,0,0,0
HSPD1P14,0,0,0,0
HMGB4,0,0,0,0
CSMD2-AS1,0,0,0,0
RNA5SP42,0,0,0,0
C1orf94,2,0,0,0
LOC100420336,0,0,0,0
LOC105378639,0,0,0,0
LOC105378640,0,0,0,0
LOC105378641,4,7,1,3
MIR552,0,0,0,0
LOC105378642,0,0,0,0
GJB5,0,0,0,0
GJB4,0,0,0,0
GJB3,0,0,0,0
GJA4,0,0,0,0
SMIM12,1,5,5,2
DLGAP3,1,0,2,0
GPR199P,1,0,2,0
TMEM35B,2,2,3,0
ZMYM6,3,12,5,9
RPL12P45,0,0,0,0
ZMYM1,3,1,0,5
EFCAB14P1,0,0,0,0
LOC105378644,0,0,0,0
SFPQ,7,13,28,19
ZMYM4,6,9,10,7
RN7SL503P,0,0,0,0
RPL5P4,0,0,0,0
ZMYM4-AS1,0,0,0,0
RNY5P1,0,0,0,0
KIAA0319L,11,16,16,10
LOC100419802,0,0,0,0
NCDN,0,0,0,0
TFAP2E,1,0,0,1
TFAP2E-AS1,0,0,0,0
PSMB2,6,6,9,5
LOC105378646,0,0,0,1
C1orf216,0,0,0,3
CLSPN,4,5,0,4
AGO4,21,33,47,23
AGO1,4,6,6,7
AGO3,18,19,22,17
LOC105378647,0,0,0,0
LOC100128093,0,1,0,0
TEKT2,0,0,0,0
ADPRS,2,1,8,3
COL8A2,2,3,0,1
TRAPPC3,4,6,11,12
MAP7D1,5,10,21,9
RN7SL131P,0,0,0,0
THRAP3,19,33,34,25
UBE2V2P4,0,0,0,0
SH3D21,0,1,1,0
EVA1B,0,0,0,0
STK40,23,21,52,11
LSM10,1,2,5,4
RNU4-27P,0,0,0,0
OSCP1,2,2,1,0
SNORA63C,0,0,0,0
LOC107984940,0,0,0,0
MRPS15,2,1,1,0
CSF3R,133,204,250,48
FTLP18,0,0,0,0
LOC107984941,0,0,0,0
LOC105378648,0,0,0,0
GRIK3,2,8,1,5
MIR4255,0,0,0,0
RNU6-636P,0,0,0,0
RNA5SP43,0,0,0,0
RPS29P6,0,0,0,0
LOC107984942,1,0,0,0
ZC3H12A-DT,0,0,0,0
ZC3H12A,3,6,13,15
MIR6732,0,0,0,0
MEAF6,4,5,12,7
MIR5581,0,0,0,0
LOC105378649,0,0,1,0
SNIP1,0,4,3,3
FTH1P1,0,0,0,0
RPS27P9,0,4,3,2
DNALI1,0,0,0,0
GNL2,2,4,3,0
RSPO1,0,0,0,0
C1orf109,0,1,0,2
CDCA8,0,0,0,1
EPHA10,0,0,0,2
LOC105378650,0,0,0,0
ACTN4P2,0,0,0,0
LOC100129497,0,0,0,0
MANEAL,1,1,0,0
YRDC,0,2,4,0
C1orf122,1,0,2,3
MTF1,0,4,11,6
RPS2P13,0,0,0,0
INPP5B,4,2,8,4
RNU6-584P,0,0,0,0
LOC105378651,0,0,0,0
SF3A3,4,6,10,6
RNU6-510P,0,0,0,0
FHL3,3,1,0,0
UTP11,1,2,1,4
POU3F1,1,0,0,0
MIR3659HG,0,3,0,1
MIR3659,0,0,0,0
LINC02786,0,0,0,0
LOC105378654,1,0,0,1
LINC01343,0,0,0,0
LOC105378657,0,0,0,1
TUBB6P1,0,0,0,0
RNU6-753P,0,0,0,0
LOC107984943,0,0,0,0
LINC01685,0,0,0,0
LOC105378658,1,1,0,0
LOC105378660,0,1,1,0
HSPA5P1,0,0,0,0
RRAGC,3,9,9,8
GJA9-MYCBP,0,0,0,0
MYCBP,0,0,0,0
LOC105378663,0,0,0,0
GJA9,0,0,0,0
RHBDL2,2,4,0,1
LOC105378662,0,0,0,0
RNU6-605P,0,0,0,0
EIF1P2,0,0,0,0
AKIRIN1,3,8,19,8
NDUFS5,5,6,15,8
MACF1,21,45,51,49
RNU6-608P,0,0,0,0
RNA5SP44,0,0,0,0
HSPE1P8,0,0,0,0
BMP8A,1,1,0,0
TRK-CTT12-1,0,0,0,0
OXCT2P1,0,0,0,0
PPIEL,1,1,1,1
PABPC4,6,7,16,16
PABPC4-AS1,0,0,0,0
SNORA55,0,0,0,0
HEYL,0,1,0,0
NT5C1A,0,0,0,1
HPCAL4,0,0,0,1
LOC100128091,0,0,0,0
RNU7-121P,0,0,0,0
PPIE,1,1,2,3
BMP8B,0,0,1,0
OXCT2,0,0,0,0
BMP8B-AS1,0,0,0,0
LOC101929536,0,0,0,0
LOC105378951,1,0,0,0
LINC02811,0,0,1,0
LOC105378665,0,0,0,0
LOC105378667,0,1,0,0
TRIT1,0,5,5,5
MYCL,1,0,2,2
MYCL-AS1,0,0,0,0
MFSD2A,1,0,1,0
RPS2P12,0,0,0,0
LOC105378669,1,1,1,1
CAP1,2,3,3,2
PPT1,3,3,18,4
OAZ1P1,0,0,0,1
LOC105378671,0,1,0,0
RLF,11,41,61,16
RNU6-1237P,0,0,0,0
TMCO2,0,1,0,0
ZMPSTE24,3,4,4,10
COL9A2,0,0,1,3
RPL21P20,0,0,0,0
LOC107984945,0,0,0,5
SMAP2,22,80,62,81
ZFP69B,0,0,0,0
ZFP69,0,0,0,0
EXO5-DT,1,0,1,1
EXO5,1,0,0,2
ZNF684,0,2,0,0
LOC100328982,0,0,0,0
LOC105378673,0,0,0,0
GTF2F2P2,0,0,0,0
RIMS3,2,2,4,0
LOC105378675,0,0,0,0
LOC105378674,0,0,0,0
NFYC-AS1,0,0,0,0
NFYC,3,11,14,10
MIR30E,0,0,0,0
MIR30C1,0,0,0,0
KCNQ4,1,0,0,1
RN7SL326P,0,0,0,0
LOC105378676,0,0,0,0
CITED4,0,2,1,0
LOC100128362,0,0,0,0
UBE2V1P8,0,0,0,0
CTPS1,0,5,8,3
SLFNL1-AS1,0,0,0,0
SLFNL1,0,0,0,0
SCMH1,9,9,12,9
RPL23AP17,0,0,0,0
RPL36AP9,1,0,0,0
FOXO6,0,0,0,1
FOXO6-AS1,0,0,0,0
LOC105378678,0,1,0,0
RNA5SP45,0,0,0,0
EDN2,0,0,0,0
HIVEP3,19,25,29,35
LOC100418723,0,0,0,0
HNRNPFP1,0,0,0,0
GUCA2B,0,0,0,0
GUCA2A,0,0,0,0
FOXJ3,12,20,44,20
RIMKLA,0,0,1,0
RPS15AP8,0,0,0,0
ZMYND12,1,0,0,0
CCDC30,1,5,1,7
PPCS,0,0,0,0
RPS3AP11,0,0,0,0
TMSB4XP1,0,0,0,0
RNU6-536P,0,0,0,0
PPIH,0,3,4,8
YBX1,98,195,150,163
CLDN19,0,0,0,0
P3H1,2,1,0,3
C1orf50,1,2,1,1
TMEM269-DT,0,0,0,2
TMEM269,0,1,0,0
LOC107984946,0,0,0,0
SVBP,5,16,5,10
ERMAP,1,3,6,4
ZNF691,0,0,0,0
LOC339539,0,1,1,0
LOC100420252,0,0,0,0
MKRN8P,0,1,0,0
ATP6V1E1P1,0,0,0,0
SLC2A1,5,3,10,12
ATP6V0CP4,0,0,0,0
SLC2A1-DT,0,1,0,2
RNU6-880P,0,0,0,0
FAM183A,0,0,1,0
EBNA1BP2,0,1,0,0
MIR6733,0,0,0,0
CFAP57,0,0,0,0
LOC105378685,0,0,0,0
RNA5SP46,0,0,0,0
TMEM125,0,0,0,0
C1orf210,0,0,0,0
TIE1,1,1,0,0
MPL,0,0,1,2
CDC20-DT,0,0,0,1
CDC20,0,0,0,1
ELOVL1,0,0,0,1
MIR6734,0,0,0,0
LOC112268225,0,0,0,0
MED8,1,2,2,2
MED8-AS1,0,0,0,0
SZT2,1,2,2,1
SZT2-AS1,0,0,0,0
MIR6735,0,0,0,0
HYI,0,0,0,0
PTPRF,2,2,3,2
KDM4A,2,1,2,1
KDM4A-AS1,0,0,0,0
ST3GAL3,1,3,12,4
ST3GAL3-AS1,0,0,0,0
MIR6079,0,0,0,0
SHMT1P1,0,0,0,0
ARTN,0,0,0,0
LINC02918,0,0,0,0
LOC101929609,1,0,0,0
IPO13,1,1,0,0
DPH2,0,0,1,1
ATP6V0B,8,15,23,10
B4GALT2,1,0,0,1
CCDC24,0,0,0,1
SLC6A9,2,1,1,0
LOC107984948,2,4,1,2
KLF17,4,6,2,6
KRT8P47,0,0,0,0
RN7SL479P,0,0,0,0
LOC100129492,0,0,0,0
KLF18,0,0,0,0
LOC100419796,0,0,0,0
OOSP1P1,0,0,0,0
LOC100130714,0,0,0,0
DMAP1,0,2,1,2
ERI3,4,3,2,3
ERI3-IT1,0,0,0,0
SNORA110,0,0,0,0
RNU6-369P,0,0,0,0
RNF220,7,5,10,18
LOC107984951,0,0,0,0
MIR5584,0,0,0,0
LOC107984950,0,0,0,0
TMEM53,0,3,1,0
SNORD145,0,0,0,0
ARMH1,1,2,1,1
LOC105378690,0,0,0,0
RNU5F-1,0,0,0,0
RNU5D-1,0,0,0,0
KIF2C,0,6,0,3
SNORD160,0,0,0,0
RPS8,78,133,203,247
SNORD55,0,0,0,0
SNORD46,0,0,0,0
SNORD38A,0,0,0,0
SNORD38B,0,0,0,0
RPS15AP11,0,2,1,2
BEST4,1,0,1,0
PLK3,3,1,4,2
DYNLT4,0,0,0,0
BTBD19,1,0,3,1
LOC107984952,0,0,1,0
PTCH2,0,0,0,1
RNU5E-6P,0,0,0,0
EIF2B3,7,8,4,9
RNA5SP47,0,0,0,0
CCNB1IP1P1,0,0,0,0
PPIAP35,0,0,0,0
MRPS17P1,0,0,0,0
HECTD3,0,2,4,3
UROD,3,2,3,0
ZSWIM5,6,7,6,5
OSTCP5,0,0,0,0
LOC105378691,0,1,0,0
LINC01144,0,0,0,0
HPDL,0,0,1,0
MUTYH,0,1,0,3
TOE1,0,2,3,0
TESK2,9,13,9,6
PPIAP36,0,0,0,0
CCDC163,0,0,0,2
MMACHC,0,2,0,0
PRDX1,0,3,0,2
HMGB1P48,0,0,0,0
AKR1A1,3,3,5,2
NASP,4,3,10,6
CCDC17,0,0,0,0
GPBP1L1,16,21,33,25
RPS15AP10,0,0,0,0
RPL7AP16,0,0,0,0
TMEM69,0,0,0,4
IPP,1,1,3,1
LOC105378693,0,0,0,0
RPL6P1,0,1,2,1
MAST2,4,8,6,3
TMA16P2,0,0,0,0
LOC105378694,0,0,0,0
P3R3URF-PIK3R3,0,0,0,0
PIK3R3,0,0,0,0
LOC101929626,0,0,0,0
TSPAN1,0,0,0,0
P3R3URF,0,0,0,0
POMGNT1,0,0,0,0
LURAP1,0,0,0,0
RAD54L,3,1,1,1
LRRC41,3,2,2,2
UQCRH,4,8,15,13
NSUN4,6,4,9,6
FAAH,0,1,2,0
FAAHP1,1,1,0,0
LINC01398,0,0,0,0
DMBX1,0,0,0,0
TMEM275,0,0,0,0
MKNK1-AS1,0,1,0,1
KNCN,0,0,0,0
MKNK1,3,8,6,8
MOB3C,0,1,0,1
LOC105378697,0,0,0,0
ATPAF1,0,2,2,5
NENFP1,0,0,0,0
TEX38,0,0,2,0
EFCAB14-AS1,0,1,0,0
EFCAB14,0,6,3,9
LOC105378698,0,0,0,0
LOC105378699,0,1,0,1
CYP4B1,0,0,0,1
CYP4Z2P,0,1,0,0
TUBAP8,0,0,0,0
CYP4A11,0,0,0,0
CYP4X1,1,3,0,0
CYP4A26P,0,0,0,0
CYP4A43P,0,0,0,0
CYP4A27P,0,0,0,0
CYP4A44P,0,0,0,0
CYP4Z1,1,1,1,0
TUBAP9,0,0,0,0
CYP4A22,0,0,0,0
MTND1P34,0,0,0,0
LOC105378701,0,0,0,1
LINC00853,3,1,0,1
PDZK1IP1,68,68,47,71
TAL1,10,10,13,10
STIL,3,1,1,2
CMPK1,8,13,13,12
LINC01389,0,0,0,0
FOXE3,0,0,0,0
FOXD2-AS1,0,0,0,0
FOXD2,0,0,0,0
RPL21P24,0,0,0,0
ATP6V0E1P4,0,0,0,0
LINC01738,0,0,0,0
TRABD2B,2,1,3,2
LINC02794,0,1,0,0
CYP46A4P,0,0,0,0
SKINT1L,0,0,0,0
SLC5A9,2,0,2,0
SPATA6,0,6,5,6
PPP1R8P1,0,0,0,0
RNU6-723P,0,0,0,0
LOC644462,0,0,0,0
RNU4-61P,0,0,0,0
RPL21P25,0,0,0,0
AGBL4,13,16,5,11
BEND5,0,0,0,0
LOC105378706,0,0,0,0
AGBL4-AS1,0,0,0,0
AGBL4-IT1,0,0,0,0
LOC107984954,0,0,0,0
ZNF859P,0,0,0,0
MTND2P29,0,0,0,0
LOC105378708,0,0,0,0
ELAVL4,1,3,0,2
LOC105378709,0,0,0,0
ELAVL4-AS1,0,0,0,0
LOC105378711,0,1,1,0
LOC105378710,0,0,0,0
LINC02808,1,1,1,2
RPS2P11,0,0,0,0
HMGB1P45,0,0,0,0
FCF1P6,0,0,0,1
DMRTA2,0,0,0,0
LOC105378714,0,0,0,0
FAF1,28,24,31,37
FAF1-AS1,0,0,0,0
RNU6-1026P,0,0,0,0
PHB1P12,0,0,0,0
MRPS6P2,0,0,0,0
LOC112268262,0,0,0,0
CDKN2C,1,0,1,0
MIR4421,0,0,0,0
MIR6500,0,0,0,0
C1orf185,1,2,0,0
CFL1P2,0,0,0,1
LINC01562,2,0,0,4
LOC107985472,0,0,0,0
RNF11,22,36,43,32
RPS2P8,0,0,0,0
TTC39A,1,2,0,4
LOC105378717,0,0,0,0
TTC39A-AS1,0,0,0,0
EPS15,9,25,65,31
LOC100422413,0,0,0,0
RNU6-877P,0,0,0,0
EPS15-AS1,0,0,1,0
RNU6-1281P,0,0,0,0
CALR4P,0,0,0,0
LOC105378719,0,0,0,0
OSBPL9,9,20,22,19
GAPDHP51,0,0,0,0
SLC25A6P3,0,0,0,0
NRDC,11,12,25,14
LOC105378721,0,0,0,0
MIR761,0,0,0,0
TSEN15P2,0,0,0,0
RAB3B,2,0,1,0
RNA5SP48,0,0,0,0
RPS26P14,0,0,0,0
RN7SL290P,0,0,0,0
TXNDC12,3,8,4,9
KTI12,0,0,0,0
TXNDC12-AS1,0,0,0,0
BTF3L4,7,4,5,7
LOC107984956,0,0,0,0
ZFYVE9,6,7,3,8
RN7SL788P,0,0,0,0
LOC100190934,0,0,0,0
LOC724060,0,0,0,0
PDCL3P6,0,0,0,0
RPL9P12,0,0,0,0
DNAJC19P7,0,0,0,0
ANAPC10P1,0,0,0,0
CC2D1B,1,2,0,2
PLA2G12AP1,0,0,0,0
ORC1,0,0,0,4
PRPF38A,2,1,18,8
TUT4,17,19,44,27
LOC105378723,0,0,0,0
EEF1GP7,0,0,0,0
GPX7,0,0,0,2
SHISAL2A,5,3,9,8
COA7,0,0,0,3
NDUFS5P3,0,0,1,0
RN7SL62P,0,0,0,0
ZYG11B,5,12,11,9
RNU2-30P,0,0,0,0
RPS13P2,0,0,0,0
RNU6-969P,0,0,0,0
ZYG11A,3,1,1,2
ECHDC2,5,1,8,9
LOC112268226,0,0,0,0
LOC100652967,0,0,0,0
SCP2,3,3,10,11
H3P2,0,0,0,0
RRAS2P1,0,0,0,0
TUBBP10,0,0,0,0
PODN,1,0,0,0
HIGD1AP11,0,0,0,0
SLC1A7,1,1,0,1
LOC105378724,0,0,0,0
CPT2P1,0,0,0,0
CPT2,1,1,0,0
CZIB,0,1,3,1
MAGOH,0,5,3,4
MAGOH-DT,0,1,0,0
LRP8,2,1,2,3
LOC105378728,0,0,0,0
LOC105378726,0,0,0,0
LRP8-DT,0,0,0,0
LOC105378731,0,0,0,0
LOC105378730,0,0,0,0
LINC02812,1,0,4,0
SLC25A3P1,0,0,0,0
LOC105378733,0,0,0,0
DMRTB1,0,0,0,0
GLIS1,2,2,4,0
RNU7-95P,0,0,0,0
NDC1,2,1,0,3
RPL37P7,0,0,0,0
YIPF1,0,7,2,6
DIO1,0,1,0,0
HSPB11,1,2,3,7
LRRC42,1,1,1,1
HNRNPA3P12,0,0,0,0
LDLRAD1,0,0,0,0
TMEM59,1,10,15,7
TCEANC2,4,5,2,2
MIR4781,0,0,0,0
LOC100507586,0,0,0,0
CDCP2,1,0,0,0
CYB5RL,1,1,1,1
MRPL37,2,2,2,2
SSBP3,13,12,23,20
SSBP3-AS1,0,0,0,0
LOC105378735,0,0,0,0
LINC02784,1,0,0,1
TALDO1P1,0,0,0,0
HNRNPA1P63,0,0,0,0
ACOT11,4,3,1,2
FAM151A,0,0,0,0
MROH7-TTC4,0,0,0,0
MROH7,0,0,0,0
TTC4,0,0,0,0
PARS2,0,0,0,0
TTC22,1,2,1,2
LEXM,1,1,1,3
DHCR24,1,0,1,3
DHCR24-DT,0,0,0,0
TRK-CTT7-1,0,0,0,0
LOC105378736,0,0,0,0
TMEM61,0,0,0,0
BSND,0,0,0,0
PCSK9,0,0,0,0
USP24,12,13,32,30
LOC100507634,0,0,0,0
MIR4422HG,1,0,0,1
GYG1P3,0,0,0,0
MIR4422,0,0,0,0
GOT2P1,0,0,0,0
MTCO2P34,0,0,0,0
RN7SKP291,0,0,0,0
RNU6-830P,0,0,0,0
LOC105378740,1,0,0,1
LINC01753,2,1,0,0
PIGQP1,0,0,0,0
LINC01755,0,0,0,0
LOC105378737,0,2,0,0
LOC105378741,0,2,0,0
RPSAP20,0,0,0,0
LINC01767,0,0,0,0
PLPP3,0,1,1,1
RPL21P23,0,0,0,0
RPL23AP85,0,0,0,0
LOC101929935,0,0,0,1
PRKAA2,1,2,0,1
FYB2,1,1,0,1
C8A,2,0,0,0
C8B,0,0,1,1
LOC105378745,0,1,0,0
LOC112267900,0,0,0,0
DAB1,26,22,16,27
LOC105378748,0,0,0,0
LOC105378747,0,0,0,0
RPS20P5,0,0,0,0
DAB1-AS1,0,0,0,0
LOC105378746,0,0,0,0
HNRNPA1P6,0,0,0,0
RPS26P15,0,0,0,0
VKORC1P2,0,0,0,0
LOC107984960,0,0,0,0
OMA1,0,0,0,0
RN7SL713P,0,0,0,0
TACSTD2,0,0,0,0
AK2P1,0,0,0,0
MYSM1,3,10,7,9
LOC112268263,0,1,1,0
LOC105378751,0,0,0,0
JUN,4,5,41,4
LINC01135,1,1,1,1
LOC101926907,0,0,0,0
LOC107984961,0,0,0,0
LINC02777,1,0,1,0
PHB1P3,0,0,0,0
LINC01358,0,0,1,1
HSD52,0,0,0,0
FGGY-DT,0,1,0,0
FGGY,12,9,11,6
MIR4711,0,0,0,0
LOC101926944,0,1,1,0
LOC105378758,0,0,0,0
HOOK1,0,1,0,2
CYP2J2,0,0,0,0
RN7SL475P,0,0,0,0
C1orf87,3,4,1,2
PGBD4P8,0,0,0,0
LINC02778,0,0,0,1
LOC107984963,0,0,0,0
LOC105378761,0,0,0,0
LOC107984962,0,0,0,0
LOC107985379,0,0,0,0
LINC01748,0,1,1,1
LOC101926964,4,6,4,8
LOC105378764,0,0,0,1
NFIA-AS2,1,0,1,0
NFIA,14,25,23,32
NFIA-AS1,0,0,0,0
LOC105378766,0,0,0,0
LOC107984964,0,0,0,0
MGC34796,0,0,0,0
TM2D1,5,8,11,10
PATJ,17,25,12,16
RNU6-414P,0,0,0,0
MIR12132,0,0,0,0
RNU6-1177P,0,0,0,0
LOC107984965,0,0,0,0
LAMTOR5P1,0,0,0,0
RN7SL180P,0,0,0,0
MIR3116-1,0,0,0,0
MIR3116-2,0,0,0,0
PIGPP2,0,0,0,0
RPS15AP7,0,0,0,0
L1TD1,0,0,1,0
KANK4,0,1,0,1
RNU6-371P,0,0,0,0
LOC105378768,0,0,0,0
USP1,7,10,7,11
DOCK7,9,12,3,11
ANGPTL3,0,0,0,0
RPL13AP9,0,0,0,0
ATG4C,0,2,2,5
LINC01739,0,0,0,0
LINC00466,4,4,2,3
LOC105378770,0,0,0,0
RNA5SP49,0,0,0,0
RPSAP65,0,0,0,0
FOXD3-AS1,0,0,0,0
FOXD3,0,0,0,0
MIR6068,0,0,0,0
LOC441887,0,0,0,0
ALG6,1,2,3,3
ITGB3BP,2,2,3,2
LOC102724319,0,0,0,0
EFCAB7,4,1,0,0
RN7SL488P,0,0,0,0
RNU7-123P,0,0,0,0
DLEU2L,0,0,0,0
PGM1,3,4,3,4
RN7SL130P,0,0,0,0
LOC105378771,1,1,0,2
ROR1,8,9,4,6
RPL19P3,0,0,0,0
CFL1P3,0,0,0,0
RNU6-809P,0,0,0,0
LOC105378772,0,0,0,0
ROR1-AS1,0,0,0,0
LOC105378773,0,0,0,0
UBE2U,2,1,0,2
LOC105378774,0,1,0,0
RNU7-62P,0,0,0,0
LOC107984966,0,0,0,0
CACHD1,2,5,1,3
MIR4794,0,0,0,0
RAVER2,3,3,2,5
JAK1,31,52,88,48
LOC100130270,0,0,0,0
LINC01359,0,0,0,0
SLC2A3P2,0,0,0,0
RNU6-1176P,0,0,0,0
MIR3671,0,0,0,0
MIR101-1,0,0,0,0
LOC100129205,0,0,0,0
MRPS21P1,0,0,0,0
AK4,1,2,0,3
RPS29P7,0,0,0,0
DNAJC6,1,2,1,3
LOC102724416,0,0,0,0
COX6CP13,0,0,0,0
LOC112268227,0,0,0,0
RNU2-15P,0,0,0,0
LEPR,6,9,5,5
LEPROT,0,0,0,0
LOC100422694,0,0,0,0
RN7SL854P,0,0,0,0
PDE4B,57,36,61,34
PDE4B-AS1,0,0,0,0
RNU4-88P,0,0,0,0
LOC105378776,0,0,1,1
SGIP1,3,2,2,3
MIR3117,0,0,0,0
DYNLT5,2,0,0,0
INSL5,0,0,0,0
DNAI4,2,5,1,2
MIER1,17,18,41,23
SLC35D1,1,9,5,3
C1orf141,0,3,0,1
IL23R,0,3,1,0
RNU6-586P,0,0,0,0
RNU4ATAC4P,0,0,0,0
DNAJB6P4,0,0,0,0
IL12RB2,15,7,6,13
SERBP1,8,9,31,35
RNU6-387P,0,0,0,0
LINC01702,0,0,0,0
RNU6-1031P,0,0,0,0
LOC105378780,0,0,0,0
HNRNPCP9,0,0,0,0
RN7SL392P,0,0,0,0
GADD45A,1,2,5,9
GNG12,0,1,0,0
LOC105378781,0,0,0,0
RNU7-80P,0,0,0,0
GNG12-AS1,3,3,1,5
LOC100133029,0,0,0,0
DIRAS3,0,0,0,0
ARL5AP3,0,0,0,0
WLS,0,0,0,1
CTBP2P8,0,0,0,0
MIR1262,0,0,0,0
RPS7P4,1,3,0,1
COX6B1P7,0,0,0,0
LOC105378782,1,0,0,1
ELOCP18,0,0,0,0
RPE65,0,0,0,0
DEPDC1,0,0,0,0
DEPDC1-AS1,0,1,0,0
TXNP2,0,0,0,0
LOC107984967,0,0,0,1
LOC105378783,0,0,0,0
LINC01707,0,2,2,0
LOC105378787,0,0,1,0
LINC02791,1,0,0,0
LINC01758,0,0,0,0
LOC105378789,1,2,1,0
LOC105378790,0,0,0,0
LRRC7,4,10,2,10
SGO1P1,0,0,0,0
RN7SL538P,0,0,0,0
PIN1P1,0,0,0,0
LRRC7-AS1,0,0,0,0
LRRC40,4,1,2,6
RN7SL242P,0,0,0,0
SRSF11,43,55,81,80
ANKRD13C,7,16,12,13
HHLA3,0,1,0,0
HHLA3-AS1,0,0,0,0
CTH,2,1,0,2
LOC105378793,0,1,0,0
CHORDC1P5,0,0,0,0
LOC105378794,0,0,0,0
CASP3P1,0,0,0,0
LINC01788,2,3,1,1
LOC102724572,0,2,0,0
PTGER3,4,2,2,1
LOC107985517,0,0,0,0
ZRANB2-AS1,0,3,2,0
ZRANB2,3,8,13,15
MIR186,0,0,0,0
ZRANB2-DT,1,2,2,0
LOC105378795,0,0,0,0
NEGR1,16,11,7,14
NEGR1-IT1,0,0,0,0
GDI2P2,0,0,0,0
LOC105378797,2,5,2,6
RPL31P12,0,1,0,0
LOC105378796,0,0,0,0
LOC105378798,0,2,1,1
RNU6-1246P,0,0,0,0
LINC02796,0,0,1,0
LINC02797,0,0,0,0
KRT8P21,0,2,0,0
LOC105378800,3,1,1,2
RN7SKP19,0,0,0,0
LINC01360,0,0,0,0
LOC105378801,0,0,0,0
LOC107985391,0,0,0,0
LOC105378802,0,0,0,0
LINC02238,0,0,0,3
RNA5SP50,0,0,0,0
RNU4ATAC8P,0,0,0,0
LRRIQ3,2,1,0,1
FPGT-TNNI3K,0,0,1,1
FPGT,0,0,0,0
TNNI3K,0,0,0,0
LOC105378805,0,0,0,0
LRRC53,0,0,0,0
ERICH3,0,0,1,1
ERICH3-AS1,0,0,0,0
CRYZ,0,0,2,2
TYW3,1,1,6,6
LHX8,1,1,0,2
RNU6-622P,0,0,0,0
SLC44A5,3,6,5,7
LOC100422213,0,0,0,0
RNU6-503P,0,0,0,0
RPL29P5,0,0,0,0
LOC100421536,0,0,0,0
ACADM,1,3,5,3
DLSTP1,0,0,0,0
RABGGTB,1,4,9,4
SNORD45C,0,0,0,0
SNORD45A,0,0,0,0
SNORD45B,0,0,0,0
MSH4,1,4,0,3
ASB17,0,0,0,0
LOC105378806,2,0,0,1
LOC101927342,1,2,0,0
ST6GALNAC3,14,42,22,17
LOC100418965,0,0,0,0
LOC105378807,0,0,0,0
TPI1P1,0,0,0,0
RNU6-161P,0,0,0,0
LINC02567,2,2,0,0
ST6GALNAC5,2,4,1,2
MIR7156,0,0,0,0
PIGK,4,4,0,7
RPL17P6,0,0,0,0
LOC100421400,0,0,0,0
LOC105378808,0,0,0,4
AK5,7,10,5,7
RNU7-8P,0,0,0,0
ZZZ3,7,17,32,24
RNA5SP20,0,0,0,0
RN7SL370P,0,0,0,0
USP33,22,37,38,41
ACTG1P21,0,0,0,0
MIGA1,2,6,1,9
RNA5SP21,0,0,0,0
LOC653631,0,0,0,0
NSRP1P1,0,0,0,0
HSPE1P25,0,0,0,0
NEXN-AS1,1,0,0,3
NEXN,2,4,7,12
FUBP1,6,10,26,8
DNAJB4,2,1,3,3
LOC100131495,0,0,0,0
GIPC2,2,5,3,6
RNU6-1102P,0,0,0,0
LOC100422537,0,0,0,0
RNA5SP22,0,0,0,0
LOC107984997,0,0,0,0
RNFT1P2,0,0,0,0
MGC27382,1,2,0,0
RNA5SP23,0,0,0,0
PTGFR,0,2,0,0
IFI44L,2,2,1,3
IFI44,1,1,4,5
RPL23P3,0,0,0,0
LOC652549,0,0,0,0
ADGRL4,0,2,0,5
PSAT1P3,0,0,0,0
LOC107984998,1,0,0,1
LOC105378810,2,0,0,0
LOC105378812,0,0,0,0
LOC105378811,0,0,0,0
LINC02792,0,0,0,0
ADH5P2,0,0,0,0
LOC553139,0,0,0,0
HMGB1P18,0,0,0,0
HNRNPA1P64,0,0,0,0
COX6A1P1,0,0,0,0
LINC01781,0,4,2,3
MTND2P30,0,0,0,0
RPL7P10,0,0,0,0
LOC105378813,0,0,0,0
